255,25.45
Raycast Reworked\RaycastController\RL_LateralForce,Raycast Reworked\RaycastController\FL_LateralForce
0.00,0.00
-57.93,13.04
90.50,-53.49
-84.87,47.32
82.08,-19.38
-80.27,0.00
83.54,-20.19
-84.51,24.90
84.04,-23.78
-83.27,20.37
83.70,-22.07
-83.43,21.32
83.82,-22.87
-83.46,20.34
83.57,-22.78
-83.40,21.11
28.76,-25.61
-19.08,13.46
0.27,-0.26
-339.53,-950.82
-408.24,-228.04
-321.88,-271.82
-299.56,-308.62
-393.86,-339.24
-548.46,-358.48
-699.32,-378.79
-842.92,-403.27
-1004.24,-416.90
-1206.85,-428.03
-1438.56,-461.84
-1575.15,-528.82
-1566.85,-570.82
-1590.81,-534.69
-1583.99,-546.12
-1577.62,-560.37
-995.12,61.68
-1.50,1405.56
97.03,1895.41
174.97,2029.12
67.68,2042.78
81.01,2049.52
58.89,2021.85
43.20,2008.81
56.49,2023.05
365.91,366.94
359.12,325.22
23.18,34.29
-723.73,-767.57
-860.40,-488.12
-1071.38,-651.73
-50.78,-53.03
69.02,1862.81
83.58,2163.71
12.31,2018.74
261.44,-274.57
-772.01,-360.60
-782.31,-340.84
-869.08,-778.84
-1146.70,-781.64
-654.23,-1188.65
-552.77,-1070.02
-721.83,-562.42
-765.79,-727.31
-611.30,-713.29
-121.88,983.47
292.51,126.97
274.06,1399.43
167.48,1771.47
249.24,2114.13
68.78,1814.81
244.83,1531.95
66.55,1196.69
178.32,890.04
138.30,709.80
125.79,602.05
117.68,497.36
-37.51,-329.98
-200.30,-56.01
-81.05,-46.10
19.28,5.64
33.82,25.76
53.59,42.98
20.74,22.41
-54.27,-1363.87
-898.66,-588.04
-902.86,-508.98
-30.77,-31.63
47.55,192.41
33.74,74.32
98.74,1836.21
93.38,2182.86
17.80,2001.29
21.41,1938.71
112.67,2027.03
151.79,2038.83
137.45,1974.13
60.16,-1044.33
-484.19,-342.14
-777.11,-596.24
-1509.55,507.23
-366.39,-300.50
-87.61,-92.95
-20.56,-27.35
-9.01,-17.34
-875.06,-620.77
-904.95,-494.38
-1166.88,-682.28
-4.80,-3.49
87.67,1763.73
91.00,2163.04
121.69,56.18
-301.19,-820.37
-762.01,-434.20
-968.18,-628.06
-779.50,596.77
12.28,2047.99
66.75,2166.46
3.47,1957.74
35.30,1969.14
355.66,-1476.12
-1091.98,-19.90
-993.17,-412.89
-1230.34,-751.03
-920.54,205.99
56.97,2199.22
25.57,2051.60
8.16,1907.09
44.96,2014.75
-396.31,-737.77
-974.30,-61.36
-1053.00,-595.53
-1325.04,-738.81
-675.16,-171.92
0.00,2029.14
62.51,2132.90
14.66,1958.68
-206.33,-915.49
-834.13,-80.09
-955.58,-582.07
-1264.43,-754.01
-1495.89,-638.74
17.04,1865.21
60.64,2197.90
9.85,1943.35
26.20,1955.06
16.18,2044.87
20.05,2019.60
324.92,-1163.83
-1159.60,-65.96
-1061.23,-475.64
6.93,15.13
11.19,207.53
-0.43,50.13
26.94,-53.24
25.31,-15.21
2.06,18.99
-4.06,15.90
-0.87,-0.01
1.33,-6.57
-2.92,-1.34
-206.91,-739.85
-515.03,-571.45
-594.10,-598.87
-561.17,-461.11
-518.66,-411.49
-489.46,-396.68
-451.87,-371.73
-398.10,-333.30
-335.53,-295.45
-281.06,-265.85
-109.67,-404.63
-75.93,-238.75
-51.20,-25.80
-41.76,12.09
-31.36,28.41
-85.57,-146.25
-145.69,-154.67
-197.49,-192.99
-232.42,-235.23
-278.71,-271.21
-351.97,-297.26
-397.13,-301.23
-360.35,-561.24
-238.07,-270.07
-898.16,-395.06
-936.83,-387.06
-1114.75,-427.00
-1350.95,-453.02
-1534.62,-498.45
-1580.98,-565.04
-1578.74,-554.62
-1588.13,-536.94
-1577.56,-557.50
-1584.45,-554.54
-1589.35,-542.00
-1586.69,-546.56
-1579.61,-552.17
-1583.37,-547.84
-1585.18,-547.56
-1585.00,-550.49
-1584.68,-549.90
-1583.38,-547.43
-33.18,1628.08
0.00,2089.76
19.64,1696.82
187.09,1233.73
68.92,1077.81
168.33,829.70
121.82,653.98
198.05,578.60
564.48,644.83
367.01,830.93
329.15,1027.66
401.64,1279.42
17.75,1566.07
3.14,1369.98
57.86,1184.09
703.05,1011.16
230.18,1522.63
24.82,1744.24
32.54,1867.99
30.61,1882.83
-721.82,-122.69
-1365.11,-603.29
-1141.41,-246.22
-931.98,-572.71
-161.22,-134.53
-1065.26,-95.20
-1028.77,-421.16
-1034.34,-695.22
-896.66,-561.84
-304.73,1422.40
250.26,854.42
289.85,752.86
243.06,350.35
198.32,303.08
196.06,1748.86
77.76,-10.63
-161.64,-218.87
-336.57,-245.74
-113.48,-193.23
-28.39,-83.81
-13.47,-117.86
-34.01,-54.44
-928.79,580.43
124.58,-267.31
-50.37,-62.33
23.79,19.75
21.34,16.15
-1.94,-1.60
-10.31,-4.96
0.07,-5.59
-4.99,6.95
0.67,2.79
0.52,0.23
